Kept Isomer	Isomer[1]	Isomer[2]	Isomer[3]	Isomer[4]	Isomer[5]	Isomer[6]	Isomer[7]	Isomer[8]	Isomer[9]	Isomer[10]	Isomer[11]	Isomer[12]	Isomer[13]	Isomer[14]	Isomer[15]	Isomer[16]
LM:LMGP04010672																
LM:LMGP04010643																
LM:LMGP04010450																
LM:LMGP04010391																
LM:LMGP04010812																
LM:LMGP04010614																
LM:LMGP04010419																
LM:LMGP04010302																
LM:LMGP04010361																
LM:LMGP04010133																
LM:LMGP04010186																
LM:LMGP04010221																
LM:LMGP04010272																
LM:LMGP04010336																
LM:LMGP04010505																
LM:LMGP04010583																
LM:LMGP04010552																
LM:LMGP04010750																
LM:LMGP04010064																
LM:LMGP04010933																
LM:LMGP04010781																
LM:LMGP04010105																
LM:LMGP04010912																
LM:LMGP04010198																
LM:LMGP04010243																
LM:LMGP04010319																
LM:LMGP04010474																
LM:LMGP04010524																
LM:LMGP04010004																
LM:LMGP04010697																
LM:LMGP04010696																
LM:LMGP04010689																
LM:LMGP04010687																
LM:LMGP04010701																
LM:LMGP04010695																
LM:LMGP04010688																
LM:LMGP04010684																
LM:LMGP04010686																
LM:LMGP04010677																
LM:LMGP04010679																
LM:LMGP04010681																
LM:LMGP04010683																
LM:LMGP04010685																
LM:LMGP04010691																
LM:LMGP04010694																
LM:LMGP04010693																
LM:LMGP04010699																
LM:LMGP04010855																
LM:LMGP04010854																
LM:LMGP04010700																
LM:LMGP04010853																
LM:LMGP04010678																
LM:LMGP04010680																
LM:LMGP04010682																
LM:LMGP04010852																
LM:LMGP04010690																
LM:LMGP04010692																
LM:LMGP04010851																
LM:LMGP04010842																
LM:LMGP04010673																
LM:LMGP04010644																
LM:LMGP04010451																
LM:LMGP04010392																
LM:LMGP04010813																
LM:LMGP04010615																
LM:LMGP04010420																
LM:LMGP04010303																
LM:LMGP04010362																
LM:LMGP04010134																
LM:LMGP04010187																
LM:LMGP04010222																
LM:LMGP04010273																
LM:LMGP04010957																
LM:LMGP04010506																
LM:LMGP04010584																
LM:LMGP04010553																
LM:LMGP04010751																
LM:LMGP04010939																
LM:LMGP04010088																
LM:LMGP04010782																
LM:LMGP04010922																
LM:LMGP04010156																
LM:LMGP04010969																
LM:LMGP04010244																
LM:LMGP04010981																
LM:LMGP04010475																
LM:LMGP04010947																
LM:LMGP04010698																
LM:LMGP04010979																
LM:LMGP04010720																
LM:LMGP04010719																
LM:LMGP04010713																
LM:LMGP04010711																
LM:LMGP04010724																
LM:LMGP04010718																
LM:LMGP04010712																
LM:LMGP04010709																
LM:LMGP04010710																
LM:LMGP04010702																
LM:LMGP04010704																
LM:LMGP04010706																
LM:LMGP04010708																
LM:LMGP04010946																
LM:LMGP04010715																
LM:LMGP04010717																
LM:LMGP04010945																
LM:LMGP04010722																
LM:LMGP04010850																
LM:LMGP04010849																
LM:LMGP04010723																
LM:LMGP04010848																
LM:LMGP04010703																
LM:LMGP04010705																
LM:LMGP04010707																
LM:LMGP04010847																
LM:LMGP04010714																
LM:LMGP04010716																
LM:LMGP04010721																
LM:LMGP04010944																
LM:LMGP05010001																
LM:LMGP05010002																
LM:LMGP12010003																
LM:LMGP12011302																
LM:LMGP12011230	LM:LMGP12011300															
LM:LMGP12011228																
LM:LMGP12010870	LM:LMGP12011290															
LM:LMGP12010798	LM:LMGP12011288															
LM:LMGP12010868	LM:LMGP12011218															
LM:LMGP12010796	LM:LMGP12011216															
LM:LMGP12010858																
LM:LMGP12010786	LM:LMGP12010856															
LM:LMGP12010001																
LM:LMGP12011194	LM:LMGP12011299															
LM:LMGP12011192	LM:LMGP12011227															
LM:LMGP12011191																
LM:LMGP12010867	LM:LMGP12011182															
LM:LMGP12010795	LM:LMGP12011180															
LM:LMGP12010762	LM:LMGP12011287															
LM:LMGP12010760	LM:LMGP12011215															
LM:LMGP12010759	LM:LMGP12011179															
LM:LMGP12010750	LM:LMGP12010855															
LM:LMGP12010748	LM:LMGP12010783															
LM:LMGP12010747																
LM:LMGP12010654	LM:LMGP12011284															
LM:LMGP12010582	LM:LMGP12011282															
LM:LMGP12010546	LM:LMGP12011281															
LM:LMGP12010652	LM:LMGP12011212															
LM:LMGP12010580	LM:LMGP12011210															
LM:LMGP12010544	LM:LMGP12011209															
LM:LMGP12010651	LM:LMGP12011176															
LM:LMGP12010579	LM:LMGP12011174															
LM:LMGP12010543	LM:LMGP12011173															
LM:LMGP12010642	LM:LMGP12010852															
LM:LMGP12010570	LM:LMGP12010850															
LM:LMGP12010534	LM:LMGP12010849															
LM:LMGP12010640	LM:LMGP12010780															
LM:LMGP12010568	LM:LMGP12010778															
LM:LMGP12010532	LM:LMGP12010777															
LM:LMGP12010639	LM:LMGP12010744															
LM:LMGP12010567	LM:LMGP12010742															
LM:LMGP12010531	LM:LMGP12010741															
LM:LMGP12010636																
LM:LMGP12010564	LM:LMGP12010634															
LM:LMGP12010528	LM:LMGP12010633															
LM:LMGP12010562																
LM:LMGP12010526	LM:LMGP12010561															
LM:LMGP12010525																
LM:LMGP12010005																
LM:LMGP12010002																
LM:LMGP12010004																
LM:LMGP12011122	LM:LMGP12011297															
LM:LMGP12011120	LM:LMGP12011225															
LM:LMGP12011119	LM:LMGP12011189															
LM:LMGP12011117																
LM:LMGP12010865	LM:LMGP12011110															
LM:LMGP12010793	LM:LMGP12011108															
LM:LMGP12010757	LM:LMGP12011107															
LM:LMGP12010649	LM:LMGP12011104															
LM:LMGP12010577	LM:LMGP12011102															
LM:LMGP12010541	LM:LMGP12011101															
LM:LMGP12010690	LM:LMGP12011285															
LM:LMGP12010688	LM:LMGP12011213															
LM:LMGP12010687	LM:LMGP12011177															
LM:LMGP12010685	LM:LMGP12011105															
LM:LMGP12010678	LM:LMGP12010853															
LM:LMGP12010676	LM:LMGP12010781															
LM:LMGP12010675	LM:LMGP12010745															
LM:LMGP12010673																
